PaperID,ConferenceID
00000f4552fc7742585d81666afb9c1163393e17,0
e8038192e1de82211b9c45d7a0f2fac2aabdd016,1
20004cb54319bbfd29c0828913c3bf5a8d6c8a1c,2
f5658866a7e1a75d0815deb1c269d0b44b4b20b0,3
8153eeca504bfe4395b0b5620e706b21740af954,4
276a31ccce7e80084334355db5e2445c6201595b,1
0000c55f1170657127217eb9b3c28fc6383cc647,5
93574827efa9dddf11d290cc55dbde6aea714453,6
0001732a8f4f8443731a16387dda81c61a7bf108,7
000178cd12c8a6e5da8215b6365fae03c20fd18d,8
77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,9
6e33e92e106c0a1044a89e8dd33330a4d755e7eb,10
000270f4b973ba6db82a3cb6a6f1e139ae2974c6,11
927d7b49cafc6a856e9d41ae0e66424a21c81a31,12
ad321149076b26ae9b23521cd04f0c9436f100ce,13
eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,14
8acccb75195a265961aa11ff2de5843103be764c,14
0003975c67dc6e9f0c405cd4dd072b04b684b742,15
03874e05c356223ba0362bc5483e2dbaba8f3202,16
e1b372337eb0606ab883cf4a290004c7d7471781,17
4683f3b5aa7c23b3ac9fbe312ef29a4f44c8bb1b,18
181e892fa1207461e93a953c05e0395223345b10,19
87cbb87d3d4f623280c87a7677e984be7b98f2f2,20
cc40bf6fdb7047912277051b9ec9d55f0c6d110d,21
a47326d7996def2cd015c4d2558b63073bb6846d,22
94702376b1afab661189d8a68416178a4da8102b,1
000429c966f527613c700947a0912b10ce3f359d,23
000458c2651ab147d503429f6460aa80155e8e35,24
0004fe12ae50ed77aab5d8bfbe74bb58d9b333c1,25
761163778df822d53efe6c3015eb7afeba768b78,26
00059087c954c1af6ece33115315e3e0ecc2f2c2,27
0005b67f248df75bf0f4eba37328142951559498,24
00064ea12f64bd7770aa923e67e09597f5a9925b,28
761eebdd0c9fda978e316c220c54549978c3f987,29
000651c8f5971dff64d5cbeafe7302a53895823e,28
0dc21823b956251f746415eef82aa6a77d42045e,8
0007dba348869daebdaa5f02dd120dde7ce1a305,30
894f88289351fc5ade3ac0c1d5cc249c7c107391,31
6b79f8f0566bada168403c18159ef4ef0206d799,32
00085367adf8049b2091ac5e87b36a7eee7155ae,33
b6b7fbf9b28b99f4e4ffd4e853260ffc3a926b16,34
91137c72a9a9ff30b8dd8fad6b712b087981f07e,34
049034282f17a084b7e0a7839d8ddc3652468baa,35
7df8f1310faa6b63c17f19ef30a0871e726c78d6,35
0008afdfa123c7d32b644f5cebafae98a58e1bfa,36
380fdeb36995ede563642f1b77a8859f95d9fc4d,37
0008cb017b9659277632d26566e512a0bdfde553,24
229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,24
7b494e3e4fbc1d2fb3eeabe2ceb4b288d027470f,38
ae29578c017e6ee5a6f3d829e8929168b1844126,39
a4f7df958aa56eac6cdcd7aa6c25c66726e44758,21
0009d673b46c3f79835ac13e5a987b3c5e153628,23
0338dabad410f2cd01696078ba1d13dec10b0800,23
5fbbacd98613c917920a10d0626391b513673e80,22
ccd0a61325d74e037ef7ae2674a5eebdb20877e1,23
000a00d829abda9262013a88a5356953f449fc73,40
16fd3947cefbf8cd51d8a82832c184f1351447e6,41
1b0cda4e00db8567142379549dc0a53190bc77b6,42
f2d7849571599130272e79f20197b4b6ccb89da9,43
000ab88c22b8501af71f91b4b965a19d0da1a1c8,44
f9ac8a623f436b52e744fe79f45f457ced878618,12
d073ba490280df2ade4e70e969896a62e6d063ce,45
3e696e53734615c4fd43ebeccc66ab1ee924a66c,12
d5d307e4e6653b6d43464c3c517032340b0e0763,12
000ac127a9e270e66d99d77dd6dbf4bf5186ce52,46
c0805c0f272f253207e02cc54076722084f41b81,47
e0cbad8f82752d6c8dfd5d866e70d56125a09590,48
000b6bd77cb3b90c436b1e77b69354f5b41adb0e,49
cd635c8052a68b18b1e5c16107fa688289651f1a,50
39f451a22837a0fce6946c7df3c8a7cab11771ea,51
f0e8ab83768a4a8aaf319460d4a70383415a0cc8,52
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,53
000c021cc296b72bb72fa71e3091af594a6c9c87,54
e59ad10bd9048e0ccfc93a518387a132c23a79a9,55
a61eec9b66890e81f31d000f29048ab9d73860d9,56
99b3ef8a399d60bd683414f75961b82913abff7e,57
000ce80a8d4b0cf6be199cf97d8912b9dc9b44b2,58
9b48f505f41e22b37201a841a15ba69b6e78cadb,59
6ba419bee306050143eb5601899678de8611300a,60
a71b15a8e8b3d7c34d9769c9644efdfad07299c3,61
1c18f1462ae084471a09cd7f16eade0cf59adf5d,62
edc40b571fd299386f8149f01e6983d0fd0f240f,58
000d02535797fd8ca7b0f04edcbf356e089a5338,63
000d0f73efd55bfaf20386ceefbdd567bb09524c,59
000d21240aff6bc045cb81755b532552432fdb69,6
000d797e163371d16daeaec893cf4d6e37003db2,64
159a99b5af3260ab571dc86010e6576e101544d0,65
192f03596a0cd314a7a397dd7f6c6e163824c75a,66
000db9915add5a825b593326acc98f24775f776e,67
000e2688b1830dc2b4c7d9cd54447d5759ceadde,68
000f18a98b1a305d5ff07972b2a63849f9b26908,69
8d42fb68be9c84cdf238ab177ce6650e01821549,70
a4499adb70b2e62991e79902e5a4199c2083edf6,71
c9a91a893d6b02ff19854a8cdbfe6e7cec5e4f0d,72
afbbd472d04b1c1051b70f2ec245dd9cae9d7930,73
6b6cc76db0fd967f763502e0e9455e3acbba8ef4,1
616717b3467f03fe106446e6c2ee15e875087d4b,74
c2335c67d9d40444232234ed34208742678676b6,75
000f8fb442e7eee012c43f4c0a123ae060af645b,76
8ec7fb565aedf9f583d0e2b328b7541e549484fa,77
ec9a3ff3df59ed0769dda084a1ca654b67fe8b37,76
00102c0a275cfd235e1e2af44ea94a3ba5ead870,78
001052d42535c0f72d748b37076e71ced3a61f1f,79
0010963f374d625ad7fb42b64eb30de2244863d5,80
a1fac1c5fe5e09f8e5c0dd6acb314a373f766ba9,81
0010fabe2a25b36c5bcf6057baafb61a40e37e3b,21
14c940926a046e6c33cc4eca9ea73cac1bcfa347,82
aee8581c60d8c812bd31503fab00f9df8d88a766,27
001188339c776654004094183ab01c3e67e48a43,83
702d3bbc9f64c7d7f6c3be5d122ec27415b0952f,84
12fc3be3e509f873e464f52440482cc4aa711dcf,85
0011a555a82a60a71dd70076bcdd0f23402e7d7c,86
4cbaf5067f3e62bdc5fd07d0acefa0b2aed7aaee,1
28dc34d817fe7047343f7a125b4ecf5379c2ca81,87
0011ef9fd18888cef786ffb0a6ef215f09dc1e03,5
99165d1f75e67895c7bbc8270ced6f92beebbaa1,1
00133d41d5ecef1a9d046d2b92bb2a23a335cb7c,88
001431f69d0268a4497f39002c412c728ff44276,89
10c6e5070faa24d2f7a823eff0c40f93d4ef8291,90
778f04e582e6916db7297b331f19b80461551a3d,90
57f2a6f30e5bbebb4dbe774367dd037b2ef953bb,60
f5f47322e3209d2d5de71ab21ed300a9f93281ff,90
0014a057ebdeca672b1cdee8104cca4dc928ef3e,39
75d63ceceae638750f4a4ed5f98044075ec66232,91
0014c6eaa38d7a4da24dd0258572a13c45b93b16,8
001528e5987d8864a0187dff279eafdce0fbe703,92
9c04bf14dc03a4290d16e936166a611aac770ae4,62
0fdfaa6cf51661504ae1d2af70b2bd3a42e9478a,93
b7b9606177eb106feb35b3619332763d5543a177,94
0015948be940cc9d976ef3874be9cad30b4710be,95
656b089967c544d32d0c0e6afdde2671aad3b04e,95
00159a3f909534e328276ac4a4424a100802708c,96
efad4f0d7d54f0802bf101089338251f20d78064,97
c05c72e0f180e7c13809138550205578eb084cfb,98
458dd28b79d32a1d7f0287f56f486f4059909329,99
001724979a91f382172c885b17b6ffa91532f089,21
d54ecc745b88f0b53c9556a864197f8435620545,100
0017372ff28b2330352af629d2e4901ec4ffafce,101
2ae73d1207e01813b143f500bc40309816828076,102
f8b7cb4c42fe03cb1dc66dbee6e0a36e0d162844,103
e80fdf6055749517397eaf2c07ddc5b3615c9410,22
0017b46755fcf120d447c439d9ac5cefbb9ba0de,104
85c06da76c7e9fa953df5c7aa9bf2aae3006c102,104
3babfe75c2831361e4df70e3001adfc7d14cb903,105
0018b02a968c3e279c83be92224b525ba8360a40,106
e81d89a5ebb2e41b37c11cde3f9989c5758b9aa8,107
c2ef1c7a0602da5daacdff813d759f0b0dafed43,108
d6a9fea83f4edc32ca3b596d481176d53c40da0d,109
f757944c3256a14a8d1d2f5d6911bd3c8d1e36a2,110
641170ec17d38d29775568e58305bd70d6fb1f05,111
d33b2c172f2612c29e749275b624f656afa8fb8d,66
14b3d2123e4cf5748c5dbafc1b04c160ef0fec43,112
030e5d2d54cc97d20ba4e8c70d7772db42b8776c,113
001a72782dfef61589a8f897a4ae5dc4b49b5a5e,8
0c08725a79cb5dbb1354793a287810646dbefe52,22
2d6182ec7a94bae41e22eab12febfd1a2e3d6367,88
467227272889a8307c83a1b2ffd1daad6d8d8bfa,88
a631f10fa7e100492e6f358d940dff2bebc423a4,73
001a7e23bc64efa8adac1ca34066ac0935c64fc3,114
95489215ea230f2d3229bde1c373e6d3889e0019,115
5eec352ccf6db9483e0d4dbc6068cac69fb7191b,116
001a98b5acd9797c3394a48fdc7dac96b9159cac,117
4db088827b010f08419aa94ddf3dfb2520c4cd5d,117
c975498646cf833982ac3aa71457c5246f747d67,118
001cad7ee5ffe902e0695484abbf59bd892e448e,11
001d9273ad91fbe71c2c32fd926dc213e10d98c6,21
2185f2423d8779aac1a28940f51a0c7dce840e04,119
9736d7b05db9c1b157e8fb5022d0cc05fd484127,28
5a27a89cd5c35f76b57b93aad41c75af65b2dc6d,120
f536f46cce7e626324c06560cef892d1e397615f,121
71641992094ed2e0f14cec6b1bec42caeb9ddebd,122
001dddf2b8e38d79564ce7b756d5ceead1e1da59,123
809624aa1b6a10ebee3e9ed1f3f3f25f67365e1a,124
8722bbf08207d8713c61cad0b8f46130561b9d99,125
30c2a18a1868089f3c67f1a033b2d22a6e766a20,126
318683a3a0943930479e77c0d1322c79fed6ca07,127
001e94f525a7642d01202a810044a3e84969216a,128
95ce00a13f7e916ef62c50401b006b5daaaa7cd0,129
001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,13
cfe9532588b532fd85822f3f71c570835f493aac,130
001fde8063a189d95ebad3831cdd9ddbc2b4eec1,131
12d56574d0c6bc3a2ecba49748c674d74c3022a2,132
001ff9ef287fe7af74ef5766e7e6389465235b10,118
63b1df2b3f7c33811101a671d6196cd73f7452dd,14
52e34be43a5c53a157b6515273d060fd241a9de6,133
d190eaaf0c52e9b2a509ccd4308866659fc3e5cb,134
0020c8e9944c238cb50ac871e371aead1b582261,135
0020ca8c077c3b871aa1e1ca47dcc84367f52a87,136
dd2c38da738860e9b5a4d87f62210e26afed3e6a,136
712d1f8b85d4e25fc77bb0d143b3200f4db78258,137
0021f46bda27ea105d722d19690f5564f2b8869e,8
e2ec34461e5fdb4e015142996e5b2b7df2dcb25b,13
b0cfc5a2e4634344b0c6eb3beb1f9e6c66d14960,138
aae227322ac72cdf982fa8b7e3249e9ea6b05910,139
9e2d2d0392d8a2ae92509ecb687902929c6c22e9,1
3fe25fa3092abb2e0f8885ede7777709174c57fa,140
1599718bf756a0fb7157277b93f21cfcad04e383,141
0022160fefba1baa000f9d5c20a9a4caea9474ef,142
334ee140b83834d9f66583b4a69ee826686e7dfe,143
002285ade41b9e1313f9c914b99e68b62fab7ff1,88
002359d4160e310b20637e3450da4757ec22dc45,144
3170c2174a34d19cae9ba9002c10993bca52813a,1
1aa968934976d9be4ed2962aa3cd943e0bfc8ed4,145
00240c74a2f1b812b7faf98556fffaa6ae2221da,146
d00a5de089cc3ef11420cc63f43cc8f29c67e51e,147
c0cf85f769992fd6fe0c9d76c2869b2dc0f06321,148
92785f08d2fd9d18fddaa431023f0d7a4756cd66,149
deccdc6a2b53bfdd7d0817fc2651d7cfcd6114fb,150
ad9127d52b33f1e09fedec669c87ac83094b360e,151
c303d8bf837cd173bb9bd8a0060d5b28e79b4bf8,1
544ed7b9035fc22df84f7a82ae4eeb37b3d7398b,152
edd26addf7a22eb588f784695eb833b98af6d843,153
00251e9fd7258657b86dedb5f0ad814a8af4ebbb,154
ba753d93d3430673158fad6f313b6d99be2fa4fe,1
643aa9328e1d576400588870a2efa00befeb306a,1
216715a74a2ceb71ea2c044d9f6b4cac3e8a8ef5,155
1592bbf195852d24b294eb040d681efaf7a859d0,156
002544729825daf6843a471ccb22d446969511b7,157
d5dc38ed5a3e386a2f4303ef858796f94bbb44d0,27
5c1927090959676f40eb91442b0295bedf67cdf2,1
8b3298e265545853819add7fbbb93e7a73d1480d,158
00b6d0fea5fcc06a46e221dea1079b7d7e1d9b1f,159
edc0bd4137cc3de24a2367ecfc2dde1203d1b682,160
71bda1c7e69c62b648c1fd44c7160f457e73e00c,161
0025ab61c405d2f60446d6c8cdcdf0d9680f6163,8
